 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  427         |      10.264      |       9.705  |      0.946
  428         |      10.264      |       9.751  |      0.950
  429         |      10.264      |       9.752  |      0.950
  430         |      10.264      |       9.767  |      0.952
  431         |      10.264      |       9.789  |      0.954
  432         |      10.264      |       9.779  |      0.953
  433         |      10.264      |       9.782  |      0.953
  434         |      10.264      |       9.727  |      0.948
  435         |      10.264      |       9.831  |      0.958
  436         |      10.264      |       9.815  |      0.956
  437         |      10.264      |       9.825  |      0.957
  438         |      10.264      |       9.802  |      0.955
  439         |      10.264      |       9.752  |      0.950
  440         |      10.264      |       9.676  |      0.943
  441         |      10.264      |       9.755  |      0.950
  442         |      10.264      |       9.805  |      0.955
  443         |      10.264      |       9.693  |      0.944
  444         |      10.264      |       9.786  |      0.953
  445         |      10.264      |       9.790  |      0.954
  446         |      10.264      |       9.735  |      0.949
  447         |      10.264      |       9.738  |      0.949
  448         |      10.264      |       9.723  |      0.947
  449         |      10.264      |       9.727  |      0.948
  450         |      10.264      |       9.719  |      0.947
  451         |      10.264      |       9.695  |      0.945
  452         |      10.264      |       9.670  |      0.942
  453         |      10.264      |       9.700  |      0.945
  454         |      10.264      |       9.778  |      0.953
  455         |      10.264      |       9.707  |      0.946
  456         |      10.264      |       9.722  |      0.947
  457         |      10.264      |       9.651  |      0.940
  458         |      10.264      |       9.781  |      0.953
  459         |      10.264      |       9.732  |      0.948
  460         |      10.264      |       9.704  |      0.945
  461         |      10.264      |       9.725  |      0.947
  462         |      10.264      |       9.822  |      0.957
  463         |      10.264      |       9.688  |      0.944
  464         |      10.264      |       9.827  |      0.957
  465         |      10.264      |       9.706  |      0.946
  466         |      10.264      |       9.803  |      0.955
  467         |      10.264      |       9.720  |      0.947
  468         |      10.264      |       9.761  |      0.951
  469         |      10.264      |       9.679  |      0.943
  470         |      10.264      |       9.737  |      0.949
  471         |      10.264      |       9.710  |      0.946
  472         |      10.264      |       9.757  |      0.951
  473         |      10.264      |       9.720  |      0.947
  474         |      10.264      |       9.707  |      0.946
  475         |      10.264      |       9.706  |      0.946
  476         |      10.264      |       9.759  |      0.951
  477         |      10.264      |       9.733  |      0.948
  478         |      10.264      |       9.684  |      0.943
  479         |      10.264      |       9.772  |      0.952
  480         |      10.264      |       9.749  |      0.950
  481         |      10.264      |       9.773  |      0.952
  482         |      10.264      |       9.731  |      0.948
  483         |      10.264      |       9.768  |      0.952
  484         |      10.264      |       9.741  |      0.949
  485         |      10.264      |       9.778  |      0.953
  486         |      10.264      |       9.870  |      0.962
  487         |      10.264      |       9.738  |      0.949
  488         |      10.264      |       9.763  |      0.951
  489         |      10.264      |       9.790  |      0.954
  490         |      10.264      |       9.753  |      0.950
  491         |      10.264      |       9.789  |      0.954
  492         |      10.264      |       9.791  |      0.954
  493         |      10.264      |       9.791  |      0.954
  494         |      10.264      |       9.758  |      0.951
  495         |      10.264      |       9.775  |      0.952
  496         |      10.264      |       9.799  |      0.955
  497         |      10.264      |       9.733  |      0.948
