 Process Rank | Elapsed Time (s) | CPU Time (s) | Ratio CPU/Elapsed
 -------------|------------------|--------------|------------------
  281         |      18.652      |      18.105  |      0.971
  282         |      18.652      |      18.012  |      0.966
  283         |      18.653      |      17.988  |      0.964
  284         |      18.652      |      17.917  |      0.961
  285         |      18.652      |      17.985  |      0.964
  286         |      18.652      |      18.011  |      0.966
  287         |      18.652      |      18.035  |      0.967
  288         |      18.652      |      17.980  |      0.964
  289         |      18.652      |      17.941  |      0.962
  290         |      18.652      |      17.892  |      0.959
  291         |      18.652      |      17.837  |      0.956
  292         |      18.652      |      17.938  |      0.962
  293         |      18.652      |      17.969  |      0.963
  294         |      18.652      |      17.938  |      0.962
  295         |      18.652      |      17.927  |      0.961
  296         |      18.652      |      17.958  |      0.963
  297         |      18.652      |      17.932  |      0.961
  298         |      18.652      |      17.954  |      0.963
  299         |      18.652      |      17.947  |      0.962
  300         |      18.652      |      17.931  |      0.961
  301         |      18.652      |      17.984  |      0.964
  302         |      18.652      |      18.053  |      0.968
  303         |      18.652      |      17.934  |      0.962
  304         |      18.653      |      17.931  |      0.961
  305         |      18.652      |      18.063  |      0.968
  306         |      18.652      |      17.908  |      0.960
  307         |      18.652      |      17.986  |      0.964
  308         |      18.653      |      17.976  |      0.964
  309         |      18.652      |      18.024  |      0.966
  310         |      18.652      |      17.997  |      0.965
  311         |      18.652      |      17.986  |      0.964
  312         |      18.652      |      17.926  |      0.961
  313         |      18.652      |      17.871  |      0.958
  314         |      18.652      |      17.965  |      0.963
  315         |      18.652      |      17.886  |      0.959
  316         |      18.652      |      17.909  |      0.960
  317         |      18.652      |      17.917  |      0.961
  318         |      18.652      |      17.936  |      0.962
  319         |      18.652      |      17.921  |      0.961
  320         |      18.652      |      17.945  |      0.962
  321         |      18.652      |      17.975  |      0.964
  322         |      18.652      |      18.001  |      0.965
  323         |      18.652      |      17.911  |      0.960
  324         |      18.653      |      17.957  |      0.963
  325         |      18.652      |      17.920  |      0.961
  326         |      18.652      |      17.918  |      0.961
  327         |      18.652      |      17.960  |      0.963
  328         |      18.652      |      18.061  |      0.968
  329         |      18.653      |      17.986  |      0.964
  330         |      18.652      |      18.040  |      0.967
  331         |      18.652      |      18.064  |      0.968
  332         |      18.652      |      18.050  |      0.968
  333         |      18.652      |      18.095  |      0.970
  334         |      18.652      |      18.105  |      0.971
  335         |      18.652      |      17.893  |      0.959
  336         |      18.652      |      17.931  |      0.961
  337         |      18.652      |      17.974  |      0.964
  338         |      18.653      |      17.949  |      0.962
  339         |      18.653      |      18.071  |      0.969
  340         |      18.652      |      18.095  |      0.970
  341         |      18.653      |      17.998  |      0.965
  342         |      18.653      |      17.921  |      0.961
  343         |      18.653      |      17.952  |      0.962
  344         |      18.653      |      18.081  |      0.969
  345         |      18.652      |      18.049  |      0.968
  346         |      18.652      |      17.963  |      0.963
  347         |      18.652      |      17.964  |      0.963
  348         |      18.653      |      18.080  |      0.969
  349         |      18.652      |      17.939  |      0.962
  350         |      18.652      |      17.942  |      0.962
  351         |      18.652      |      18.017  |      0.966
  352         |      18.652      |      17.997  |      0.965
  353         |      18.652      |      17.975  |      0.964
  354         |      18.652      |      17.967  |      0.963
  355         |      18.653      |      17.977  |      0.964
  356         |      18.652      |      17.950  |      0.962
  357         |      18.652      |      17.991  |      0.965
